,URL,HTTP Status Code,First Source URL,Redirect Location URL,Redirect HTTP Status Code
0,https://www.mdmountainside.com/canal-place-heritage-area,301,,https://www.mdmountainside.com/canal-place-heritage-park,200
1,https://www.mdmountainside.com/co-canal-national-historical-park-visitors-center,301,,https://www.mdmountainside.com/co-canal-national-historical-park-museum,200
2,https://www.mdmountainside.com/frostburg-museum-,301,,https://www.mdmountainside.com/frostburg-museum,200
