,URL,Canonical URL,Canonical Status,Is Paginated,Contains rel Next/Prev Link,Contains Paginated HTML,Indexable Status
0,https://www.mdmountainside.com/sheetz-winchester-road,https://www.mdmountainside.com/sheetz-winchester-road,To Self,Yes,No,Yes,Indexable
