,URL,Title,Meta Description,URLs with same Title and Meta Descriptions,Is Exact Duplicate,Indexable Status
0,https://www.mdmountainside.com/Delfest,"DelFest - Allegany County, The Mountain Side of Maryland","Expand your experience when you attend DelFest, Allegany County's premier music festival, featuring the legendary music of Del McCoury and family along with nationally touring bluegrass acts.",1,Yes,Indexable
1,https://www.mdmountainside.com/delfest,"DelFest - Allegany County, The Mountain Side of Maryland","Expand your experience when you attend DelFest, Allegany County's premier music festival, featuring the legendary music of Del McCoury and family along with nationally touring bluegrass acts.",1,Yes,Indexable
