,URL,Host,Is Subdomain,Redirect Type,HTTP Status Code,HTTP Status,Redirect,Redirect URL,Redirect URL Status Code,Redirect URL Status,Crawl Source,First Parent URL,Example Link 1 URL,Example Link 1 Text,Example Link 1 Nofollow,Example Link 1 Location,Example Link 1 Image,Example Link 2 URL,Example Link 2 Text,Example Link 2 Nofollow,Example Link 2 Location,Example Link 2 Image,Example Link 3 URL,Example Link 3 Text,Example Link 3 Nofollow,Example Link 3 Location,Example Link 3 Image,Example Link 4 URL,Example Link 4 Text,Example Link 4 Nofollow,Example Link 4 Location,Example Link 4 Image,Example Link 5 URL,Example Link 5 Text,Example Link 5 Nofollow,Example Link 5 Location,Example Link 5 Image
0,http://www.1812brewery.com/,www.1812brewery.com,No,HTTP Header,301,Moved Permanently,Host Changed,http://1812brewery.com/,200,OK,Crawler,https://www.mdmountainside.com/playing-for-pennies-(mcdonald-and-nash)-plus-queen-city-creamery-at-1812-brewery,https://www.mdmountainside.com/1812-brewery-farmerscraftsflea-market,Visit Website,Yes,Navigation,No,https://www.mdmountainside.com/1812-brewery-presents-musician-gibb-cochrum-and-food-by-chef-pauls-kitchen,Visit Website,Yes,Navigation,No,https://www.mdmountainside.com/1812-octobeerfest-dinner-with-good-carma-catering,Visit Website,Yes,Navigation,No,https://www.mdmountainside.com/1812s-howl-o-ween-party,Visit Website,Yes,Navigation,No,https://www.mdmountainside.com/1978-bishop-walsh-city-championship-football-reunion-with-night-traveler-and-wamba-caravan-89,Visit Website,Yes,Navigation,No
