,URL,Passes PageRank,No. Anchors with Leading or Trailing Whitespace in HREF,Indexable,Indexable Status
0,https://www.mdmountainside.com/hampton-inn-cumberland,Yes,1,Yes,Indexable
1,https://www.mdmountainside.com/hotels-and-motels,Yes,1,Yes,Indexable
2,https://www.mdmountainside.com/queen-city-motors,Yes,1,Yes,Indexable
3,https://www.mdmountainside.com/transportation,Yes,1,Yes,Indexable
